# TYPE palworld_server_fps gauge
palworld_days{instance="palworld-2"} 137 1783916100
palworld_days{instance="palworld-2"} 137 1783916160
palworld_days{instance="palworld-2"} 137 1783916220
palworld_days{instance="palworld-2"} 137 1783916280
palworld_days{instance="palworld-2"} 137 1783916340
palworld_days{instance="palworld-2"} 137 1783916400
palworld_days{instance="palworld-2"} 137 1783916460
palworld_days{instance="palworld-2"} 137 1783916520
palworld_days{instance="palworld-2"} 137 1783916580
palworld_days{instance="palworld-2"} 137 1783916640
palworld_days{instance="palworld-2"} 137 1783916700
palworld_days{instance="palworld-2"} 138 1783916760
palworld_days{instance="palworld-2"} 138 1783916820
palworld_days{instance="palworld-2"} 138 1783916880
palworld_days{instance="palworld-2"} 138 1783916940
palworld_days{instance="palworld-2"} 138 1783917000
palworld_days{instance="palworld-2"} 138 1783917060
palworld_days{instance="palworld-2"} 138 1783917120
palworld_days{instance="palworld-2"} 138 1783917180
palworld_days{instance="palworld-2"} 138 1783917240
palworld_days{instance="palworld-2"} 138 1783917300
palworld_days{instance="palworld-2"} 138 1783917360
palworld_days{instance="palworld-2"} 138 1783917420
palworld_days{instance="palworld-2"} 138 1783917480
palworld_days{instance="palworld-2"} 138 1783917540
palworld_days{instance="palworld-2"} 138 1783917600
palworld_days{instance="palworld-2"} 138 1783917660
palworld_days{instance="palworld-2"} 138 1783917720
palworld_days{instance="palworld-2"} 138 1783917780
palworld_days{instance="palworld-2"} 138 1783917840
palworld_days{instance="palworld-2"} 138 1783917900
palworld_days{instance="palworld-2"} 138 1783917960
palworld_days{instance="palworld-2"} 138 1783918020
palworld_days{instance="palworld-2"} 138 1783918080
palworld_days{instance="palworld-2"} 138 1783918140
palworld_days{instance="palworld-2"} 138 1783918200
palworld_days{instance="palworld-2"} 138 1783918260
palworld_days{instance="palworld-2"} 138 1783918320
palworld_days{instance="palworld-2"} 138 1783918380
palworld_days{instance="palworld-2"} 138 1783918440
palworld_days{instance="palworld-2"} 138 1783918500
palworld_days{instance="palworld-2"} 138 1783918560
palworld_days{instance="palworld-2"} 138 1783918620
palworld_days{instance="palworld-2"} 138 1783918680
palworld_days{instance="palworld-2"} 139 1783918740
palworld_days{instance="palworld-2"} 139 1783918800
palworld_days{instance="palworld-2"} 139 1783918860
palworld_days{instance="palworld-2"} 139 1783918920
palworld_days{instance="palworld-2"} 139 1783918980
palworld_days{instance="palworld-2"} 139 1783919040
palworld_days{instance="palworld-2"} 139 1783919100
palworld_days{instance="palworld-2"} 139 1783919160
palworld_days{instance="palworld-2"} 139 1783919220
palworld_days{instance="palworld-2"} 139 1783919280
palworld_days{instance="palworld-2"} 139 1783919340
palworld_days{instance="palworld-2"} 139 1783919400
palworld_days{instance="palworld-2"} 139 1783919460
palworld_days{instance="palworld-2"} 139 1783919520
palworld_days{instance="palworld-2"} 139 1783919580
palworld_days{instance="palworld-2"} 139 1783919640
palworld_days{instance="palworld-2"} 139 1783919700
palworld_days{instance="palworld-2"} 139 1783919760
palworld_days{instance="palworld-2"} 139 1783919820
palworld_days{instance="palworld-2"} 139 1783919880
palworld_days{instance="palworld-2"} 139 1783919940
palworld_days{instance="palworld-2"} 139 1783920000
palworld_days{instance="palworld-2"} 139 1783920060
palworld_days{instance="palworld-2"} 139 1783920120
palworld_days{instance="palworld-2"} 139 1783920180
palworld_days{instance="palworld-2"} 139 1783920240
palworld_days{instance="palworld-2"} 139 1783920300
palworld_days{instance="palworld-2"} 139 1783920360
palworld_days{instance="palworld-2"} 139 1783920420
palworld_days{instance="palworld-2"} 139 1783920480
palworld_days{instance="palworld-2"} 139 1783920540
palworld_days{instance="palworld-2"} 139 1783920600
palworld_days{instance="palworld-2"} 140 1783920660
palworld_days{instance="palworld-2"} 140 1783920720
palworld_days{instance="palworld-2"} 140 1783920780
palworld_days{instance="palworld-2"} 140 1783920840
palworld_days{instance="palworld-2"} 140 1783920900
palworld_days{instance="palworld-2"} 140 1783920960
palworld_days{instance="palworld-2"} 140 1783921020
palworld_days{instance="palworld-2"} 140 1783921080
palworld_days{instance="palworld-2"} 140 1783921140
palworld_days{instance="palworld-2"} 140 1783921200
palworld_days{instance="palworld-2"} 140 1783921260
palworld_days{instance="palworld-2"} 140 1783921320
palworld_days{instance="palworld-2"} 140 1783921380
palworld_days{instance="palworld-2"} 140 1783921440
palworld_days{instance="palworld-2"} 140 1783921500
palworld_days{instance="palworld-2"} 140 1783921560
palworld_days{instance="palworld-2"} 140 1783921620
palworld_days{instance="palworld-2"} 140 1783921680
palworld_days{instance="palworld-2"} 140 1783921740
palworld_days{instance="palworld-2"} 140 1783921800
palworld_days{instance="palworld-2"} 140 1783921860
palworld_days{instance="palworld-2"} 140 1783921920
palworld_days{instance="palworld-2"} 140 1783921980
palworld_days{instance="palworld-2"} 140 1783922040
palworld_days{instance="palworld-2"} 140 1783922100
palworld_days{instance="palworld-2"} 140 1783922160
palworld_days{instance="palworld-2"} 140 1783922220
palworld_days{instance="palworld-2"} 140 1783922280
palworld_days{instance="palworld-2"} 140 1783922340
palworld_days{instance="palworld-2"} 140 1783922400
palworld_days{instance="palworld-2"} 140 1783922460
palworld_days{instance="palworld-2"} 140 1783922520
palworld_days{instance="palworld-2"} 141 1783922580
palworld_days{instance="palworld-2"} 141 1783922640
palworld_days{instance="palworld-2"} 141 1783922700
palworld_days{instance="palworld-2"} 141 1783922760
palworld_days{instance="palworld-2"} 141 1783922820
palworld_days{instance="palworld-2"} 141 1783922880
palworld_days{instance="palworld-2"} 141 1783922940
palworld_days{instance="palworld-2"} 141 1783923000
palworld_days{instance="palworld-2"} 141 1783923060
palworld_days{instance="palworld-2"} 141 1783923120
palworld_days{instance="palworld-2"} 141 1783923180
palworld_days{instance="palworld-2"} 141 1783923240
palworld_days{instance="palworld-2"} 141 1783923300
palworld_days{instance="palworld-2"} 141 1783923360
palworld_days{instance="palworld-2"} 141 1783923420
palworld_days{instance="palworld-2"} 141 1783923480
palworld_days{instance="palworld-2"} 141 1783923540
palworld_days{instance="palworld-2"} 141 1783923600
palworld_days{instance="palworld-2"} 141 1783923660
palworld_days{instance="palworld-2"} 141 1783923720
palworld_days{instance="palworld-2"} 141 1783923780
palworld_days{instance="palworld-2"} 141 1783923840
palworld_days{instance="palworld-2"} 141 1783923900
palworld_days{instance="palworld-2"} 141 1783923960
palworld_days{instance="palworld-2"} 141 1783924020
palworld_days{instance="palworld-2"} 141 1783924080
palworld_days{instance="palworld-2"} 141 1783924140
palworld_days{instance="palworld-2"} 141 1783924200
palworld_days{instance="palworld-2"} 141 1783924260
palworld_days{instance="palworld-2"} 141 1783924320
palworld_days{instance="palworld-2"} 141 1783924380
palworld_days{instance="palworld-2"} 141 1783924440
palworld_days{instance="palworld-2"} 142 1783924500
palworld_days{instance="palworld-2"} 142 1783924560
palworld_days{instance="palworld-2"} 142 1783924620
palworld_days{instance="palworld-2"} 142 1783924680
palworld_days{instance="palworld-2"} 142 1783924740
palworld_days{instance="palworld-2"} 142 1783924800
palworld_days{instance="palworld-2"} 142 1783924860
palworld_days{instance="palworld-2"} 142 1783924920
palworld_days{instance="palworld-2"} 142 1783924980
palworld_days{instance="palworld-2"} 142 1783925040
palworld_days{instance="palworld-2"} 142 1783925100
palworld_days{instance="palworld-2"} 142 1783925160
palworld_days{instance="palworld-2"} 142 1783925220
palworld_days{instance="palworld-2"} 142 1783925280
palworld_days{instance="palworld-2"} 142 1783925340
palworld_days{instance="palworld-2"} 142 1783925400
palworld_days{instance="palworld-2"} 142 1783925460
palworld_days{instance="palworld-2"} 142 1783925520
palworld_days{instance="palworld-2"} 142 1783925580
palworld_days{instance="palworld-2"} 142 1783925640
palworld_days{instance="palworld-2"} 142 1783925700
palworld_days{instance="palworld-2"} 142 1783925760
palworld_days{instance="palworld-2"} 142 1783925820
palworld_days{instance="palworld-2"} 142 1783925880
palworld_days{instance="palworld-2"} 142 1783925940
palworld_days{instance="palworld-2"} 142 1783926000
palworld_days{instance="palworld-2"} 142 1783926060
palworld_days{instance="palworld-2"} 142 1783926120
palworld_days{instance="palworld-2"} 142 1783926180
palworld_days{instance="palworld-2"} 142 1783926240
palworld_days{instance="palworld-2"} 142 1783926300
palworld_days{instance="palworld-2"} 142 1783926360
palworld_days{instance="palworld-2"} 143 1783926420
palworld_days{instance="palworld-2"} 143 1783926480
palworld_days{instance="palworld-2"} 143 1783926540
palworld_days{instance="palworld-2"} 143 1783926600
palworld_days{instance="palworld-2"} 143 1783926660
palworld_days{instance="palworld-2"} 143 1783926720
palworld_days{instance="palworld-2"} 143 1783926780
palworld_days{instance="palworld-2"} 143 1783926840
palworld_days{instance="palworld-2"} 143 1783926900
palworld_days{instance="palworld-2"} 143 1783926960
palworld_days{instance="palworld-2"} 143 1783927020
palworld_days{instance="palworld-2"} 143 1783927080
palworld_days{instance="palworld-2"} 143 1783927140
palworld_days{instance="palworld-2"} 143 1783927200
palworld_days{instance="palworld-2"} 143 1783927260
palworld_days{instance="palworld-2"} 143 1783927320
palworld_days{instance="palworld-2"} 143 1783927380
palworld_days{instance="palworld-2"} 143 1783927440
palworld_days{instance="palworld-2"} 143 1783927500
palworld_days{instance="palworld-2"} 143 1783927560
palworld_days{instance="palworld-2"} 143 1783927620
palworld_days{instance="palworld-2"} 143 1783927680
palworld_days{instance="palworld-2"} 143 1783927740
palworld_days{instance="palworld-2"} 143 1783927800
palworld_days{instance="palworld-2"} 143 1783927860
palworld_days{instance="palworld-2"} 143 1783927920
palworld_days{instance="palworld-2"} 143 1783927980
palworld_days{instance="palworld-2"} 143 1783928040
palworld_days{instance="palworld-2"} 143 1783928100
palworld_days{instance="palworld-2"} 143 1783928160
palworld_days{instance="palworld-2"} 143 1783928220
palworld_days{instance="palworld-2"} 143 1783928280
palworld_days{instance="palworld-2"} 144 1783928340
palworld_days{instance="palworld-2"} 144 1783928400
palworld_days{instance="palworld-2"} 144 1783928460
palworld_days{instance="palworld-2"} 144 1783928520
palworld_days{instance="palworld-2"} 144 1783928580
palworld_days{instance="palworld-2"} 144 1783928640
palworld_days{instance="palworld-2"} 144 1783928700
palworld_days{instance="palworld-2"} 144 1783928760
palworld_days{instance="palworld-2"} 144 1783928820
palworld_days{instance="palworld-2"} 144 1783928880
palworld_days{instance="palworld-2"} 144 1783928940
palworld_days{instance="palworld-2"} 144 1783929000
palworld_days{instance="palworld-2"} 144 1783929060
palworld_days{instance="palworld-2"} 144 1783929120
palworld_days{instance="palworld-2"} 144 1783929180
palworld_days{instance="palworld-2"} 144 1783929240
palworld_days{instance="palworld-2"} 144 1783929300
palworld_days{instance="palworld-2"} 144 1783929360
palworld_days{instance="palworld-2"} 144 1783929420
palworld_days{instance="palworld-2"} 144 1783929480
palworld_days{instance="palworld-2"} 144 1783929540
palworld_days{instance="palworld-2"} 144 1783929600
palworld_days{instance="palworld-2"} 144 1783929660
palworld_days{instance="palworld-2"} 144 1783929720
palworld_days{instance="palworld-2"} 144 1783929780
palworld_days{instance="palworld-2"} 144 1783929840
palworld_days{instance="palworld-2"} 144 1783929900
palworld_days{instance="palworld-2"} 144 1783929960
palworld_days{instance="palworld-2"} 144 1783930020
palworld_days{instance="palworld-2"} 144 1783930080
palworld_days{instance="palworld-2"} 144 1783930140
palworld_days{instance="palworld-2"} 144 1783930200
palworld_days{instance="palworld-2"} 145 1783930260
palworld_days{instance="palworld-2"} 145 1783930320
palworld_days{instance="palworld-2"} 145 1783930380
palworld_days{instance="palworld-2"} 145 1783930440
palworld_days{instance="palworld-2"} 145 1783930500
palworld_days{instance="palworld-2"} 145 1783930560
palworld_days{instance="palworld-2"} 145 1783930620
palworld_days{instance="palworld-2"} 145 1783930680
palworld_days{instance="palworld-2"} 145 1783930740
palworld_days{instance="palworld-2"} 145 1783930800
palworld_days{instance="palworld-2"} 145 1783930860
palworld_days{instance="palworld-2"} 145 1783930920
palworld_days{instance="palworld-2"} 145 1783930980
palworld_days{instance="palworld-2"} 145 1783931040
palworld_days{instance="palworld-2"} 145 1783931100
palworld_days{instance="palworld-2"} 145 1783931160
palworld_days{instance="palworld-2"} 145 1783931220
palworld_days{instance="palworld-2"} 145 1783931280
palworld_days{instance="palworld-2"} 145 1783931340
palworld_days{instance="palworld-2"} 145 1783931400
palworld_days{instance="palworld-2"} 145 1783931460
palworld_days{instance="palworld-2"} 145 1783931520
palworld_days{instance="palworld-2"} 145 1783931580
palworld_days{instance="palworld-2"} 145 1783931640
palworld_days{instance="palworld-2"} 145 1783931700
palworld_days{instance="palworld-2"} 145 1783931760
palworld_days{instance="palworld-2"} 145 1783931820
palworld_days{instance="palworld-2"} 145 1783931880
palworld_days{instance="palworld-2"} 145 1783931940
palworld_days{instance="palworld-2"} 145 1783932000
palworld_days{instance="palworld-2"} 145 1783932060
palworld_days{instance="palworld-2"} 145 1783932120
palworld_days{instance="palworld-2"} 146 1783932180
palworld_days{instance="palworld-2"} 146 1783932240
palworld_days{instance="palworld-2"} 146 1783932300
palworld_days{instance="palworld-2"} 146 1783932360
palworld_days{instance="palworld-2"} 146 1783932420
palworld_days{instance="palworld-2"} 146 1783932480
palworld_days{instance="palworld-2"} 146 1783932540
palworld_days{instance="palworld-2"} 146 1783932600
palworld_days{instance="palworld-2"} 146 1783932660
palworld_days{instance="palworld-2"} 146 1783932720
palworld_days{instance="palworld-2"} 146 1783932780
palworld_days{instance="palworld-2"} 146 1783932840
palworld_days{instance="palworld-2"} 146 1783932900
palworld_days{instance="palworld-2"} 146 1783932960
palworld_days{instance="palworld-2"} 146 1783933020
palworld_days{instance="palworld-2"} 146 1783933080
palworld_days{instance="palworld-2"} 146 1783933140
palworld_days{instance="palworld-2"} 146 1783933200
palworld_days{instance="palworld-2"} 146 1783933260
palworld_days{instance="palworld-2"} 146 1783933320
palworld_days{instance="palworld-2"} 146 1783933380
palworld_days{instance="palworld-2"} 146 1783933440
palworld_days{instance="palworld-2"} 146 1783933500
palworld_days{instance="palworld-2"} 146 1783933560
palworld_days{instance="palworld-2"} 146 1783933620
palworld_days{instance="palworld-2"} 146 1783933680
palworld_days{instance="palworld-2"} 146 1783933740
palworld_days{instance="palworld-2"} 146 1783933800
palworld_days{instance="palworld-2"} 146 1783933860
palworld_days{instance="palworld-2"} 146 1783933920
palworld_days{instance="palworld-2"} 146 1783933980
palworld_days{instance="palworld-2"} 146 1783934040
palworld_days{instance="palworld-2"} 147 1783934100
palworld_days{instance="palworld-2"} 147 1783934160
palworld_days{instance="palworld-2"} 147 1783934220
palworld_days{instance="palworld-2"} 147 1783934280
palworld_days{instance="palworld-2"} 147 1783934340
palworld_days{instance="palworld-2"} 147 1783934400
palworld_days{instance="palworld-2"} 147 1783934460
palworld_days{instance="palworld-2"} 147 1783934520
palworld_days{instance="palworld-2"} 147 1783934580
palworld_days{instance="palworld-2"} 147 1783934640
palworld_days{instance="palworld-2"} 147 1783934700
palworld_days{instance="palworld-2"} 147 1783934760
palworld_days{instance="palworld-2"} 147 1783934820
palworld_days{instance="palworld-2"} 147 1783934880
palworld_days{instance="palworld-2"} 147 1783934940
palworld_days{instance="palworld-2"} 147 1783935000
palworld_days{instance="palworld-2"} 147 1783935060
palworld_days{instance="palworld-2"} 147 1783935120
palworld_days{instance="palworld-2"} 147 1783935180
palworld_days{instance="palworld-2"} 147 1783935240
palworld_days{instance="palworld-2"} 147 1783935300
palworld_days{instance="palworld-2"} 147 1783935360
palworld_days{instance="palworld-2"} 147 1783935420
palworld_days{instance="palworld-2"} 147 1783935480
palworld_days{instance="palworld-2"} 147 1783935540
palworld_days{instance="palworld-2"} 147 1783935600
palworld_days{instance="palworld-2"} 147 1783935660
palworld_days{instance="palworld-2"} 147 1783935720
palworld_days{instance="palworld-2"} 147 1783935780
palworld_days{instance="palworld-2"} 147 1783935840
palworld_days{instance="palworld-2"} 147 1783935900
palworld_days{instance="palworld-2"} 147 1783935960
palworld_days{instance="palworld-2"} 148 1783936020
palworld_days{instance="palworld-2"} 148 1783936080
palworld_days{instance="palworld-2"} 148 1783936140
palworld_days{instance="palworld-2"} 148 1783936200
palworld_days{instance="palworld-2"} 148 1783936260
palworld_days{instance="palworld-2"} 148 1783936320
palworld_days{instance="palworld-2"} 148 1783936380
palworld_days{instance="palworld-2"} 148 1783936440
palworld_days{instance="palworld-2"} 148 1783936500
palworld_days{instance="palworld-2"} 148 1783936560
palworld_days{instance="palworld-2"} 148 1783936620
palworld_days{instance="palworld-2"} 148 1783936680
palworld_days{instance="palworld-2"} 148 1783936740
palworld_days{instance="palworld-2"} 148 1783936800
palworld_days{instance="palworld-2"} 148 1783936860
palworld_days{instance="palworld-2"} 148 1783936920
palworld_days{instance="palworld-2"} 148 1783936980
palworld_days{instance="palworld-2"} 148 1783937040
palworld_days{instance="palworld-2"} 148 1783937100
palworld_days{instance="palworld-2"} 148 1783937160
palworld_days{instance="palworld-2"} 148 1783937220
palworld_days{instance="palworld-2"} 148 1783937280
palworld_days{instance="palworld-2"} 148 1783937340
palworld_days{instance="palworld-2"} 148 1783937400
palworld_days{instance="palworld-2"} 148 1783937460
palworld_days{instance="palworld-2"} 148 1783937520
palworld_days{instance="palworld-2"} 148 1783937580
palworld_days{instance="palworld-2"} 148 1783937640
palworld_days{instance="palworld-2"} 148 1783937700
palworld_days{instance="palworld-2"} 148 1783937760
palworld_days{instance="palworld-2"} 148 1783937820
palworld_days{instance="palworld-2"} 148 1783937880
palworld_days{instance="palworld-2"} 149 1783937940
palworld_days{instance="palworld-2"} 149 1783938000
palworld_days{instance="palworld-2"} 149 1783938060
palworld_days{instance="palworld-2"} 149 1783938120
palworld_days{instance="palworld-2"} 149 1783938180
palworld_days{instance="palworld-2"} 149 1783938240
palworld_days{instance="palworld-2"} 149 1783938300
palworld_days{instance="palworld-2"} 149 1783938360
palworld_days{instance="palworld-2"} 149 1783938420
palworld_days{instance="palworld-2"} 149 1783938480
palworld_days{instance="palworld-2"} 149 1783938540
palworld_days{instance="palworld-2"} 149 1783938600
palworld_days{instance="palworld-2"} 149 1783938660
palworld_days{instance="palworld-2"} 149 1783938720
palworld_days{instance="palworld-2"} 149 1783938780
palworld_days{instance="palworld-2"} 149 1783938840
palworld_days{instance="palworld-2"} 149 1783938900
palworld_days{instance="palworld-2"} 149 1783938960
palworld_days{instance="palworld-2"} 149 1783939020
palworld_days{instance="palworld-2"} 149 1783939080
palworld_days{instance="palworld-2"} 149 1783939140
palworld_days{instance="palworld-2"} 149 1783939200
palworld_days{instance="palworld-2"} 149 1783939260
palworld_days{instance="palworld-2"} 149 1783939320
palworld_days{instance="palworld-2"} 149 1783939380
palworld_days{instance="palworld-2"} 149 1783939440
palworld_days{instance="palworld-2"} 149 1783939500
palworld_days{instance="palworld-2"} 149 1783939560
palworld_days{instance="palworld-2"} 149 1783939620
palworld_days{instance="palworld-2"} 149 1783939680
palworld_days{instance="palworld-2"} 149 1783939740
palworld_days{instance="palworld-2"} 149 1783939800
palworld_days{instance="palworld-2"} 150 1783939860
palworld_days{instance="palworld-2"} 150 1783939920
palworld_days{instance="palworld-2"} 150 1783939980
palworld_days{instance="palworld-2"} 150 1783940040
palworld_days{instance="palworld-2"} 150 1783940100
palworld_days{instance="palworld-2"} 150 1783940160
palworld_days{instance="palworld-2"} 150 1783940220
palworld_days{instance="palworld-2"} 150 1783940280
palworld_days{instance="palworld-2"} 150 1783940340
palworld_days{instance="palworld-2"} 150 1783940400
palworld_days{instance="palworld-2"} 150 1783940460
palworld_days{instance="palworld-2"} 150 1783940520
palworld_days{instance="palworld-2"} 150 1783940580
palworld_days{instance="palworld-2"} 150 1783940640
palworld_days{instance="palworld-2"} 150 1783940700
palworld_days{instance="palworld-2"} 150 1783940760
palworld_days{instance="palworld-2"} 150 1783940820
palworld_days{instance="palworld-2"} 150 1783940880
palworld_days{instance="palworld-2"} 150 1783940940
palworld_days{instance="palworld-2"} 150 1783941000
palworld_days{instance="palworld-2"} 150 1783941060
palworld_days{instance="palworld-2"} 150 1783941120
palworld_days{instance="palworld-2"} 150 1783941180
palworld_days{instance="palworld-2"} 150 1783941240
palworld_days{instance="palworld-2"} 150 1783941300
palworld_days{instance="palworld-2"} 150 1783941360
palworld_days{instance="palworld-2"} 150 1783941420
palworld_days{instance="palworld-2"} 150 1783941480
palworld_days{instance="palworld-2"} 150 1783941540
palworld_days{instance="palworld-2"} 150 1783941600
palworld_days{instance="palworld-2"} 150 1783941660
palworld_days{instance="palworld-2"} 150 1783941720
palworld_days{instance="palworld-2"} 151 1783941780
palworld_days{instance="palworld-2"} 151 1783941840
palworld_days{instance="palworld-2"} 151 1783941900
palworld_days{instance="palworld-2"} 151 1783941960
palworld_days{instance="palworld-2"} 151 1783942020
palworld_days{instance="palworld-2"} 151 1783942080
palworld_days{instance="palworld-2"} 151 1783942140
palworld_days{instance="palworld-2"} 151 1783942200
palworld_days{instance="palworld-2"} 151 1783942260
palworld_days{instance="palworld-2"} 151 1783942320
palworld_days{instance="palworld-2"} 151 1783942380
palworld_days{instance="palworld-2"} 151 1783942440
palworld_days{instance="palworld-2"} 151 1783942500
palworld_days{instance="palworld-2"} 151 1783942560
palworld_days{instance="palworld-2"} 151 1783942620
palworld_days{instance="palworld-2"} 151 1783942680
palworld_days{instance="palworld-2"} 151 1783942740
palworld_days{instance="palworld-2"} 151 1783942800
palworld_days{instance="palworld-2"} 151 1783942860
palworld_days{instance="palworld-2"} 151 1783942920
palworld_days{instance="palworld-2"} 151 1783942980
palworld_days{instance="palworld-2"} 151 1783943040
palworld_days{instance="palworld-2"} 151 1783943100
palworld_days{instance="palworld-2"} 151 1783943160
palworld_days{instance="palworld-2"} 151 1783943220
palworld_days{instance="palworld-2"} 151 1783943280
palworld_days{instance="palworld-2"} 151 1783943340
palworld_days{instance="palworld-2"} 151 1783943400
palworld_days{instance="palworld-2"} 151 1783943460
palworld_days{instance="palworld-2"} 151 1783943520
palworld_days{instance="palworld-2"} 151 1783943580
palworld_days{instance="palworld-2"} 151 1783943640
palworld_days{instance="palworld-2"} 152 1783943700
palworld_days{instance="palworld-2"} 152 1783943760
palworld_days{instance="palworld-2"} 152 1783943820
palworld_days{instance="palworld-2"} 152 1783943880
palworld_days{instance="palworld-2"} 152 1783943940
palworld_days{instance="palworld-2"} 152 1783944000
palworld_days{instance="palworld-2"} 152 1783944060
palworld_days{instance="palworld-2"} 152 1783944120
palworld_days{instance="palworld-2"} 152 1783944180
palworld_days{instance="palworld-2"} 152 1783944240
palworld_days{instance="palworld-2"} 152 1783944300
palworld_days{instance="palworld-2"} 152 1783944360
palworld_days{instance="palworld-2"} 152 1783944420
palworld_days{instance="palworld-2"} 152 1783944480
palworld_days{instance="palworld-2"} 152 1783944540
palworld_days{instance="palworld-2"} 152 1783944600
palworld_days{instance="palworld-2"} 152 1783944660
palworld_days{instance="palworld-2"} 152 1783944720
palworld_days{instance="palworld-2"} 152 1783944780
palworld_days{instance="palworld-2"} 152 1783944840
palworld_days{instance="palworld-2"} 152 1783944900
palworld_days{instance="palworld-2"} 152 1783944960
palworld_days{instance="palworld-2"} 152 1783945020
palworld_days{instance="palworld-2"} 152 1783945080
palworld_days{instance="palworld-2"} 152 1783945140
palworld_days{instance="palworld-2"} 152 1783945200
palworld_days{instance="palworld-2"} 152 1783945260
palworld_days{instance="palworld-2"} 152 1783945320
palworld_days{instance="palworld-2"} 152 1783945380
palworld_days{instance="palworld-2"} 152 1783945440
palworld_days{instance="palworld-2"} 152 1783945500
palworld_days{instance="palworld-2"} 152 1783945560
palworld_days{instance="palworld-2"} 152 1783945620
palworld_days{instance="palworld-2"} 153 1783945680
palworld_days{instance="palworld-2"} 153 1783945740
palworld_days{instance="palworld-2"} 153 1783945800
palworld_days{instance="palworld-2"} 153 1783945860
palworld_days{instance="palworld-2"} 153 1783945920
palworld_days{instance="palworld-2"} 153 1783945980
palworld_days{instance="palworld-2"} 153 1783946040
palworld_days{instance="palworld-2"} 153 1783946100
palworld_days{instance="palworld-2"} 153 1783946160
palworld_days{instance="palworld-2"} 153 1783946220
palworld_days{instance="palworld-2"} 153 1783946280
palworld_days{instance="palworld-2"} 153 1783946340
palworld_days{instance="palworld-2"} 153 1783946400
palworld_days{instance="palworld-2"} 153 1783946460
palworld_days{instance="palworld-2"} 153 1783946520
palworld_days{instance="palworld-2"} 153 1783946580
palworld_days{instance="palworld-2"} 153 1783946640
palworld_days{instance="palworld-2"} 153 1783946700
palworld_days{instance="palworld-2"} 153 1783946760
palworld_days{instance="palworld-2"} 153 1783946820
palworld_days{instance="palworld-2"} 153 1783946880
palworld_days{instance="palworld-2"} 153 1783946940
palworld_days{instance="palworld-2"} 153 1783947000
palworld_days{instance="palworld-2"} 153 1783947060
palworld_days{instance="palworld-2"} 153 1783947120
palworld_days{instance="palworld-2"} 153 1783947180
palworld_days{instance="palworld-2"} 153 1783947240
palworld_days{instance="palworld-2"} 153 1783947300
palworld_days{instance="palworld-2"} 153 1783947360
palworld_days{instance="palworld-2"} 153 1783947420
palworld_days{instance="palworld-2"} 153 1783947480
palworld_days{instance="palworld-2"} 153 1783947540
palworld_days{instance="palworld-2"} 154 1783947600
palworld_days{instance="palworld-2"} 154 1783947660
palworld_days{instance="palworld-2"} 154 1783947720
palworld_days{instance="palworld-2"} 154 1783947780
palworld_days{instance="palworld-2"} 154 1783947840
palworld_days{instance="palworld-2"} 154 1783947900
palworld_days{instance="palworld-2"} 154 1783947960
palworld_days{instance="palworld-2"} 154 1783948020
palworld_days{instance="palworld-2"} 154 1783948080
palworld_days{instance="palworld-2"} 154 1783948140
palworld_days{instance="palworld-2"} 154 1783948200
palworld_days{instance="palworld-2"} 154 1783948260
palworld_days{instance="palworld-2"} 154 1783948320
palworld_days{instance="palworld-2"} 154 1783948380
palworld_days{instance="palworld-2"} 154 1783948440
palworld_days{instance="palworld-2"} 154 1783948500
palworld_days{instance="palworld-2"} 154 1783948560
palworld_days{instance="palworld-2"} 154 1783948620
palworld_days{instance="palworld-2"} 154 1783948680
palworld_days{instance="palworld-2"} 154 1783948740
palworld_days{instance="palworld-2"} 154 1783948800
palworld_days{instance="palworld-2"} 154 1783948860
palworld_days{instance="palworld-2"} 154 1783948920
palworld_days{instance="palworld-2"} 154 1783948980
palworld_days{instance="palworld-2"} 154 1783949040
palworld_days{instance="palworld-2"} 154 1783949100
palworld_days{instance="palworld-2"} 154 1783949160
palworld_days{instance="palworld-2"} 154 1783949220
palworld_days{instance="palworld-2"} 154 1783949280
palworld_days{instance="palworld-2"} 154 1783949340
palworld_days{instance="palworld-2"} 154 1783949400
palworld_days{instance="palworld-2"} 154 1783949460
palworld_days{instance="palworld-2"} 155 1783949520
palworld_days{instance="palworld-2"} 155 1783949580
palworld_days{instance="palworld-2"} 155 1783949640
palworld_days{instance="palworld-2"} 155 1783949700
palworld_days{instance="palworld-2"} 155 1783949760
palworld_days{instance="palworld-2"} 155 1783949820
palworld_days{instance="palworld-2"} 155 1783949880
palworld_days{instance="palworld-2"} 155 1783949940
palworld_days{instance="palworld-2"} 155 1783950000
palworld_days{instance="palworld-2"} 155 1783950060
palworld_days{instance="palworld-2"} 155 1783950120
palworld_days{instance="palworld-2"} 155 1783950180
palworld_days{instance="palworld-2"} 155 1783950240
palworld_days{instance="palworld-2"} 155 1783950300
palworld_days{instance="palworld-2"} 155 1783950360
palworld_days{instance="palworld-2"} 155 1783950420
palworld_days{instance="palworld-2"} 155 1783950480
palworld_days{instance="palworld-2"} 155 1783950540
palworld_days{instance="palworld-2"} 155 1783950600
palworld_days{instance="palworld-2"} 155 1783950660
palworld_days{instance="palworld-2"} 155 1783950720
palworld_days{instance="palworld-2"} 155 1783950780
palworld_days{instance="palworld-2"} 155 1783950840
palworld_days{instance="palworld-2"} 155 1783950900
palworld_days{instance="palworld-2"} 155 1783950960
